
L = 0.09
15.1468 0.0000 0.0213
15.1652 0.0000 0.0305
15.2104 0.0000 0.0332
15.2855 0.0000 0.0079
15.3396 0.0000 0.0185
15.4074 0.0114 0.0000
15.4450 0.0056 0.0000
15.4582 0.0084 0.0000
15.4706 0.0000 0.0060
15.5560 0.0000 0.0297
15.5611 0.0000 0.0313
15.5849 0.0000 0.0259
15.6500 0.0186 0.0000
15.7974 0.0000 0.0148
15.8168 0.0174 0.0000
15.9157 0.0083 0.0000
15.9291 0.0094 0.0000
15.9466 0.0000 0.0025
16.1051 0.0000 0.0119
16.1139 0.0000 0.0336
16.1339 0.0000 0.0040
16.2031 0.0000 0.0170
16.2449 0.0036 0.0000
16.2633 0.0269 0.0000
16.3144 0.0000 0.0192
16.3664 0.0119 0.0000
16.4223 0.0000 0.0086
16.5407 0.0000 0.0299
16.5522 0.0000 0.0191
16.5817 0.0000 0.0254
16.6005 0.0000 0.0367
16.6280 0.0090 0.0000
16.6419 0.0000 0.0267
16.7200 0.0000 0.0186
16.7509 0.0000 0.0063
16.7537 0.0000 0.0369
16.7592 0.0000 0.0478
16.7791 0.0000 0.0235
16.8491 0.0000 0.0340
16.8768 0.0000 0.0227
16.9506 0.0000 0.0204
16.9621 0.0000 0.0211
16.9832 0.0245 0.0000
17.0149 0.0064 0.0000
17.0467 0.0000 0.0163
17.1079 0.0000 0.0106
17.1289 0.0000 0.0194
17.1731 0.0000 0.0365
17.1969 0.0000 0.0355
17.2575 0.0000 0.0366
17.2702 0.0185 0.0000
17.3307 0.0000 0.0046
17.3906 0.0000 0.0280
17.4134 0.0183 0.0000
17.4255 0.0085 0.0000
17.5068 0.0000 0.0269
17.5860 0.0000 0.0192
17.6521 0.0037 0.0000
17.7394 0.0101 0.0000
17.7735 0.0000 0.0187
17.7823 0.0061 0.0000
17.8375 0.0000 0.0141
17.8885 0.0000 0.0285
17.9262 0.0064 0.0000
17.9745 0.0000 0.0430
17.9959 0.0000 0.0209
18.0247 0.0000 0.0184
18.0347 0.0000 0.0301
18.0662 0.0000 0.0178
18.0693 0.0000 0.0182
18.1915 0.0000 0.0268
18.2478 0.0000 0.0269
18.2725 0.0072 0.0000
18.2774 0.0141 0.0000
18.3623 0.0122 0.0000
18.3989 0.0173 0.0000
18.4412 0.0039 0.0000
18.4730 0.0000 0.0149
18.4894 0.0000 0.0174
18.6342 0.0000 0.0419
18.6421 0.0091 0.0000
18.6643 0.0000 0.0185
18.6653 0.0102 0.0000
18.8014 0.0000 0.0193
18.8560 0.0000 0.0321
18.8571 0.0000 0.0184
18.9245 0.0153 0.0000
18.9575 0.0000 0.0072
19.0377 0.0126 0.0000
19.0995 0.0000 0.0210
19.1011 0.0000 0.0243
19.1015 0.0000 0.0205
19.2850 0.0000 0.0155
19.4237 0.0118 0.0000
19.4244 0.0000 0.0163
19.5154 0.0000 0.0340
19.5357 0.0000 0.0219
19.5713 0.0000 0.0072
19.6175 0.0242 0.0000
19.6380 0.0000 0.0170
19.6403 0.0291 0.0000
19.7289 0.0000 0.0358
19.8094 0.0134 0.0000
19.8807 0.0088 0.0000
19.9107 0.0000 0.0133
20.0069 0.0000 0.0393
20.0810 0.0199 0.0000
20.0993 0.0158 0.0000
20.1936 0.0000 0.0064
20.2633 0.0181 0.0000
20.3694 0.0000 0.0071
20.3822 0.0000 0.0180
20.4473 0.0000 0.0224
20.4960 0.0000 0.0049
20.6126 0.0000 0.0179
20.6280 0.0000 0.0087
20.7054 0.0000 0.0310
20.7733 0.0039 0.0000
20.7814 0.0104 0.0000
20.8009 0.0070 0.0000
20.8374 0.0000 0.0274
20.8597 0.0000 0.0210
20.8616 0.0000 0.0216
20.8909 0.0000 0.0082
21.0623 0.0112 0.0000
21.0882 0.0085 0.0000
21.1528 0.0111 0.0000
21.1628 0.0000 0.0232
21.1845 0.0314 0.0000
21.2324 0.0189 0.0000
21.2345 0.0000 0.0126
21.3611 0.0124 0.0000
21.3822 0.0221 0.0000
21.3954 0.0000 0.0335
21.4390 0.0141 0.0000
21.5596 0.0000 0.0117
21.6391 0.0050 0.0000
21.6571 0.0000 0.0373
21.6635 0.0000 0.0171
21.7050 0.0446 0.0000
21.7517 0.0000 0.0240
21.7722 0.0000 0.0046
21.7763 0.0157 0.0000
21.7900 0.0000 0.0156
21.8117 0.0000 0.0124
21.8135 0.0111 0.0000
21.8525 0.0125 0.0000
21.9456 0.0000 0.0133
21.9527 0.0000 0.0118
21.9773 0.0000 0.0169
21.9779 0.0000 0.0096
21.9825 0.0259 0.0000
21.9869 0.0141 0.0000
22.0068 0.0000 0.0288
22.1465 0.0000 0.0215
22.1718 0.0000 0.0090
22.2038 0.0000 0.0133
22.2415 0.0000 0.0205
22.2431 0.0122 0.0000
22.2963 0.0200 0.0000
22.3257 0.0170 0.0000
22.3357 0.0000 0.0178
22.3669 0.0000 0.0229
22.4148 0.0507 0.0000
22.4466 0.0000 0.0150
22.4748 0.0000 0.0156
22.5531 0.0008 0.0000
22.5646 0.0144 0.0000
22.6192 0.0117 0.0000
22.7433 0.0236 0.0000
22.7474 0.0000 0.0264
22.8500 0.0000 0.0149
22.8645 0.0000 0.0172
22.8697 0.0000 0.0162
23.0413 0.0121 0.0000
23.0973 0.0000 0.0040
23.1082 0.0000 0.0074
23.1309 0.0000 0.0076
23.2406 0.0000 0.0418
23.2761 0.0000 0.0235
23.3481 0.0000 0.0213
23.3781 0.0163 0.0000
23.4340 0.0000 0.0113
23.4466 0.0000 0.0201
23.5071 0.0100 0.0000
23.5413 0.0018 0.0000
23.6116 0.0251 0.0000
23.6532 0.0000 0.0231
23.6830 0.0070 0.0000
23.6926 0.0000 0.0129
23.7576 0.0290 0.0000
23.8978 0.0040 0.0000
23.9028 0.0066 0.0000
23.9488 0.0000 0.0321
23.9782 0.0000 0.0305
24.0472 0.0000 0.0110
24.1094 0.0173 0.0000
24.1179 0.0000 0.0267
24.1357 0.0000 0.0135
24.1900 0.0388 0.0000
24.2427 0.0134 0.0000
24.2444 0.0000 0.0261
24.2735 0.0307 0.0000
24.3092 0.0000 0.0351
24.3147 0.0304 0.0000
24.3902 0.0000 0.0144
24.4220 0.0085 0.0000
24.4286 0.0000 0.0217
24.4598 0.0000 0.0219
24.5710 0.0000 0.0173
24.6273 0.0183 0.0000
24.6284 0.0162 0.0000
24.6844 0.0213 0.0000
24.7457 0.0146 0.0000
24.7486 0.0051 0.0000
24.7550 0.0000 0.0214
24.7665 0.0123 0.0000
24.8311 0.0000 0.0095
24.8388 0.0000 0.0289
24.8829 0.0129 0.0000
25.1269 0.0143 0.0000
25.1494 0.0000 0.0309
25.1751 0.0128 0.0000
25.2399 0.0101 0.0000
25.2722 0.0008 0.0004
25.2731 0.0000 0.0282
25.3053 0.0162 0.0000
25.3474 0.0000 0.0125
25.3876 0.0000 0.0191
25.4892 0.0314 0.0000
25.5407 0.0191 0.0000
25.5650 0.0000 0.0154
25.5993 0.0065 0.0000
25.6056 0.0000 0.0388
25.6253 0.0000 0.0161
25.6483 0.0000 0.0112
25.6851 0.0086 0.0000
25.7127 0.0241 0.0000
25.7606 0.0143 0.0000
25.7678 0.0086 0.0000
25.7941 0.0000 0.0051
25.8122 0.0000 0.0133
25.8441 0.0000 0.0167
25.8534 0.0000 0.0083
25.9917 0.0075 0.0000
26.0074 0.0000 0.0284
26.0412 0.0232 0.0000
26.0477 0.0207 0.0000
26.0499 0.0184 0.0000
26.0615 0.0000 0.0188
26.0968 0.0057 0.0000
26.1062 0.0000 0.0088
26.1224 0.0068 0.0000
26.1580 0.0000 0.0204
26.3070 0.0000 0.0187
26.3242 0.0047 0.0000
26.3331 0.0000 0.0093
26.4243 0.0000 0.0177
26.4448 0.0238 0.0000
26.4597 0.0209 0.0000
26.4746 0.0153 0.0000
26.4967 0.0000 0.0098
26.5095 0.0090 0.0000
26.5872 0.0000 0.0325
26.6773 0.0245 0.0000
26.7745 0.0000 0.0144
26.7901 0.0000 0.0218
26.8084 0.0123 0.0000
26.9052 0.0324 0.0000
26.9918 0.0272 0.0000
27.1009 0.0069 0.0000
27.2368 0.0000 0.0108
27.2520 0.0000 0.0065
27.2798 0.0000 0.0167
27.3023 0.0000 0.0155
27.3050 0.0000 0.0098
27.3767 0.0200 0.0000
27.3906 0.0000 0.0141
27.4029 0.0000 0.0159
27.6035 0.0092 0.0000
27.6099 0.0212 0.0000
27.6295 0.0211 0.0000
27.6462 0.0212 0.0000
27.6596 0.0000 0.0171
27.7621 0.0127 0.0000
27.7778 0.0231 0.0000
27.8129 0.0283 0.0000
27.8305 0.0000 0.0310
27.9454 0.0178 0.0000
27.9627 0.0117 0.0000
27.9925 0.0000 0.0075
28.0386 0.0272 0.0000
28.0939 0.0000 0.0286
28.1333 0.0190 0.0000
28.1779 0.0178 0.0000
28.1885 0.0000 0.0129
28.2090 0.0338 0.0000
28.2326 0.0000 0.0020
28.2427 0.0133 0.0000
28.2998 0.0207 0.0000
28.3086 0.0000 0.0056
28.3323 0.0070 0.0000
28.5506 0.0049 0.0000
28.6039 0.0000 0.0343
28.6217 0.0000 0.0126
28.6247 0.0128 0.0000
28.6362 0.0404 0.0000
28.6475 0.0192 0.0000
28.6949 0.0000 0.0055
28.7051 0.0000 0.0200
28.7931 0.0189 0.0000
28.8683 0.0263 0.0000
28.9064 0.0277 0.0000
28.9384 0.0222 0.0000
28.9614 0.0000 0.0174
29.0344 0.0000 0.0147
29.0370 0.0000 0.0110
29.0577 0.0254 0.0000
29.0876 0.0098 0.0000
29.0894 0.0000 0.0121
29.1005 0.0142 0.0000
29.1146 0.0000 0.0310
29.2115 0.0000 0.0214
29.2157 0.0345 0.0000
29.2171 0.0071 0.0000
29.3378 0.0000 0.0146
29.4226 0.0189 0.0000
29.4576 0.0000 0.0011
29.5323 0.0168 0.0000
29.5837 0.0000 0.0284
29.6132 0.0173 0.0000
29.6495 0.0331 0.0000
29.6509 0.0241 0.0000
29.7725 0.0184 0.0000
29.8276 0.0175 0.0000
29.8280 0.0000 0.0279
29.8426 0.0095 0.0000
29.8515 0.0000 0.0198
29.9096 0.0000 0.0106
29.9451 0.0000 0.0277
29.9722 0.0426 0.0000
29.9852 0.0323 0.0000
29.9919 0.0000 0.0156
30.1840 0.0000 0.0173
30.2051 0.0249 0.0000
30.2133 0.0106 0.0000
30.2279 0.0271 0.0000
30.2407 0.0260 0.0000
30.2422 0.0217 0.0000
30.2511 0.0000 0.0201
30.3869 0.0000 0.0280
30.4456 0.0235 0.0000
30.4465 0.0000 0.0147
30.4556 0.0000 0.0204
30.5195 0.0087 0.0000
30.5301 0.0000 0.0144
30.5387 0.0107 0.0000
30.6630 0.0114 0.0000
30.6932 0.0021 0.0000
30.7532 0.0058 0.0000
30.7546 0.0170 0.0000
30.7590 0.0000 0.0071
30.7935 0.0000 0.0150
30.7979 0.0217 0.0000
30.8363 0.0069 0.0000
30.8487 0.0081 0.0000
30.8808 0.0000 0.0211
30.9230 0.0269 0.0000
30.9538 0.0148 0.0000
31.0276 0.0000 0.0030
31.0801 0.0037 0.0000
31.0986 0.0367 0.0000
31.1645 0.0000 0.0201
31.3550 0.0074 0.0000
31.3562 0.0235 0.0000
31.3666 0.0098 0.0000
31.3954 0.0034 0.0000
31.4162 0.0000 0.0205
31.4183 0.0000 0.0238
31.4219 0.0130 0.0000
31.4653 0.0045 0.0000
31.4669 0.0000 0.0193
31.5572 0.0107 0.0000
31.5776 0.0000 0.0130
31.5817 0.0194 0.0000
31.5882 0.0158 0.0000
31.6059 0.0275 0.0000
31.8750 0.0268 0.0000
31.8942 0.0079 0.0000
31.9135 0.0000 0.0036
31.9160 0.0253 0.0000
31.9300 0.0000 0.0150
31.9530 0.0000 0.0067
31.9897 0.0147 0.0000
32.0095 0.0201 0.0000
32.0318 0.0000 0.0172
32.0337 0.0263 0.0000
32.1087 0.0167 0.0000
32.1305 0.0111 0.0000
32.1671 0.0210 0.0000
32.1713 0.0358 0.0000
32.2423 0.0167 0.0000
32.2731 0.0000 0.0096
32.3464 0.0116 0.0000
32.3529 0.0000 0.0118
32.4362 0.0000 0.0210
32.4463 0.0098 0.0000
32.5668 0.0000 0.0193
32.6002 0.0000 0.0354
32.6218 0.0221 0.0000
32.6406 0.0000 0.0260
32.7157 0.0247 0.0000
32.7447 0.0171 0.0000
32.8005 0.0304 0.0000
32.9272 0.0000 0.0304
32.9296 0.0377 0.0000
32.9379 0.0197 0.0000
32.9788 0.0375 0.0000
33.0451 0.0000 0.0105
33.0481 0.0031 0.0000
33.3662 0.0000 0.0293
33.3999 0.0157 0.0000
33.4160 0.0000 0.0201
33.4185 0.0000 0.0131
33.4487 0.0132 0.0000
33.4540 0.0000 0.0143
33.4897 0.0221 0.0000
33.5999 0.0000 0.0344
33.6327 0.0000 0.0166
33.7381 0.0000 0.0209
33.7767 0.0084 0.0000
33.8179 0.0115 0.0000
33.8195 0.0000 0.0322
33.8953 0.0253 0.0000
33.9224 0.0393 0.0000
33.9303 0.0000 0.0133
33.9560 0.0000 0.0206
33.9588 0.0000 0.0165
34.0092 0.0000 0.0247
34.0187 0.0000 0.0172
34.1159 0.0000 0.0070
34.1572 0.0062 0.0000
34.1665 0.0054 0.0000
34.1853 0.0287 0.0000
34.2089 0.0000 0.0048
34.2489 0.0000 0.0162
34.2505 0.0000 0.0079
34.3200 0.0119 0.0000
34.4075 0.0000 0.0090
34.4488 0.0130 0.0000
34.5058 0.0211 0.0000
34.5127 0.0243 0.0000
34.5580 0.0129 0.0000
34.6448 0.0000 0.0330
34.6532 0.0161 0.0000
34.6992 0.0254 0.0000
34.7719 0.0000 0.0060
34.8162 0.0000 0.0160
34.9840 0.0000 0.0210
35.0536 0.0191 0.0000
35.1185 0.0113 0.0000
35.1283 0.0028 0.0000
35.2041 0.0245 0.0000
35.3530 0.0120 0.0000
35.3682 0.0000 0.0345
35.3728 0.0000 0.0012
35.3744 0.0104 0.0000
35.3860 0.0086 0.0000
35.4224 0.0000 0.0123
35.4244 0.0000 0.0086
35.4250 0.0261 0.0000
35.4540 0.0310 0.0000
35.4601 0.0136 0.0000
35.6272 0.0231 0.0000
35.7307 0.0130 0.0000
35.7638 0.0000 0.0154
35.7780 0.0000 0.0310
35.7842 0.0132 0.0000
35.8037 0.0199 0.0000
35.8872 0.0000 0.0150
35.9150 0.0000 0.0050
35.9496 0.0000 0.0118
35.9892 0.0186 0.0000
36.0825 0.0000 0.0143
36.0981 0.0000 0.0293
36.1011 0.0209 0.0000
36.1045 0.0250 0.0000
36.1865 0.0188 0.0000
36.3538 0.0000 0.0333
36.4125 0.0088 0.0000
36.4491 0.0216 0.0000
36.7473 0.0000 0.0102
36.7789 0.0000 0.0291
36.8370 0.0060 0.0000
36.8796 0.0000 0.0223
36.9171 0.0000 0.0045
36.9832 0.0330 0.0000
36.9946 0.0128 0.0000
37.0226 0.0155 0.0000
37.0706 0.0089 0.0000
37.0719 0.0331 0.0000
37.1126 0.0353 0.0000
37.1177 0.0294 0.0000
37.1589 0.0000 0.0182
37.1748 0.0000 0.0148
37.2042 0.0121 0.0000
37.2313 0.0000 0.0188
37.2526 0.0000 0.0005
37.3473 0.0000 0.0342
37.6077 0.0000 0.0540
37.6576 0.0026 0.0000
37.6972 0.0196 0.0000
37.8527 0.0061 0.0000
37.8944 0.0273 0.0000
37.9723 0.0138 0.0000
37.9943 0.0000 0.0223
38.0153 0.0000 0.0089
38.0970 0.0000 0.0138
38.1562 0.0000 0.0254
38.1646 0.0000 0.0383
38.3396 0.0000 0.0116
38.3743 0.0343 0.0000
38.5698 0.0262 0.0000
38.6016 0.0000 0.0165
38.6087 0.0321 0.0000
38.6363 0.0220 0.0000
38.6383 0.0000 0.0091
38.6423 0.0000 0.0076
38.6501 0.0000 0.0172
38.6778 0.0000 0.0114
38.6930 0.0084 0.0000
38.6992 0.0000 0.0144
38.7499 0.0111 0.0000
38.7555 0.0000 0.0071
38.8017 0.0386 0.0000
38.9116 0.0000 0.0326
39.0356 0.0000 0.0109
39.0804 0.0000 0.0112
39.0955 0.0000 0.0013
39.1458 0.0000 0.0190
39.2839 0.0000 0.0375
39.3386 0.0201 0.0000
39.3902 0.0000 0.0174
39.4138 0.0000 0.0221
39.4457 0.0243 0.0000
39.4457 0.0156 0.0000
39.4522 0.0000 0.0118
39.4881 0.0000 0.0086
39.5359 0.0103 0.0000
39.6757 0.0253 0.0000
39.6783 0.0000 0.0073
39.6794 0.0355 0.0000
39.7021 0.0000 0.0037
39.7127 0.0162 0.0000
39.7706 0.0000 0.0268
39.7958 0.0000 0.0396
39.8281 0.0000 0.0110
39.8399 0.0036 0.0000
39.8767 0.0000 0.0325
39.9147 0.0120 0.0000
39.9390 0.0000 0.0045
39.9536 0.0181 0.0000
39.9890 0.0000 0.0056
40.0080 0.0151 0.0000
40.0598 0.0096 0.0000
40.1258 0.0000 0.0176
40.1318 0.0188 0.0000
40.1536 0.0246 0.0000
40.1788 0.0000 0.0138
40.2048 0.0124 0.0000
40.2306 0.0000 0.0357
40.2608 0.0244 0.0000
40.2986 0.0000 0.0226
40.3695 0.0000 0.0129
40.5231 0.0138 0.0000
40.5949 0.0000 0.0185
40.6090 0.0232 0.0000
40.6285 0.0000 0.0442
40.6948 0.0198 0.0000
40.7053 0.0000 0.0339
40.7540 0.0000 0.0138
40.9138 0.0139 0.0000
40.9226 0.0159 0.0000
40.9346 0.0259 0.0000
41.0507 0.0000 0.0299
41.1451 0.0095 0.0000
41.1608 0.0000 0.0085
41.1670 0.0000 0.0180
41.1710 0.0000 0.0076
41.1736 0.0112 0.0000
41.1737 0.0041 0.0000
41.1820 0.0000 0.0137
41.1912 0.0000 0.0131
41.2187 0.0000 0.0218
41.2241 0.0000 0.0153
41.2338 0.0000 0.0439
41.2341 0.0000 0.0187
41.2440 0.0000 0.0095
41.2608 0.0000 0.0156
41.2679 0.0067 0.0000
41.3109 0.0276 0.0000
41.3317 0.0000 0.0156
41.3521 0.0366 0.0000
41.3543 0.0195 0.0000
41.4139 0.0000 0.0217
41.4582 0.0002 -0.0001
41.4924 0.0000 0.0191
41.5287 0.0122 0.0000
41.5851 0.0064 0.0000
41.5944 0.0000 0.0083
41.6668 0.0097 0.0000
41.7456 0.0000 0.0191
41.8035 0.0000 0.0348
41.8152 0.0000 0.0316
41.8778 0.0000 0.0339
41.8831 0.0000 0.0256
41.8833 0.0017 0.0000
42.0096 0.0181 0.0000
42.0126 0.0000 0.0083
42.0301 0.0000 0.0133
42.0756 0.0000 0.0160
42.1201 0.0000 0.0214
42.2078 0.0000 0.0141
42.2142 0.0000 0.0262
42.2487 0.0191 0.0000
42.2545 0.0175 0.0000
42.3061 0.0000 0.0119
42.3168 0.0000 0.0074
42.3749 0.0335 0.0000
42.3889 0.0153 0.0000
42.4341 0.0000 0.0093
42.4587 0.0294 0.0000
42.4719 0.0068 0.0000
42.5484 0.0221 0.0000
42.6276 0.0164 0.0000
42.6300 0.0305 0.0000
42.6450 0.0000 0.0126
42.6537 0.0086 0.0000
42.7032 0.0000 0.0061
42.7132 0.0181 0.0000
42.7724 0.0000 0.0195
42.7904 0.0000 0.0121
42.8088 0.0158 0.0000
42.8290 0.0086 0.0000
42.9037 0.0000 0.0317
42.9426 0.0248 0.0000
42.9644 0.0000 0.0040
42.9896 0.0168 0.0000
43.0161 0.0000 0.0089
43.0327 0.0113 0.0000
43.0359 0.0000 0.0070
43.0469 0.0000 0.0353
43.0633 0.0000 0.0354
43.0769 0.0152 0.0000
43.1577 0.0095 0.0000
43.1597 0.0000 0.0261
43.1687 0.0000 0.0306
43.2598 0.0000 0.0130
43.3778 0.0099 0.0000
43.4880 0.0000 0.0305
43.7112 0.0266 0.0000
43.8432 0.0124 0.0000
43.8975 0.0000 0.0123
43.9196 0.0000 0.0034
44.0296 0.0203 0.0000
44.0528 0.0131 0.0000
44.1560 0.0000 0.0342
44.1931 0.0088 0.0000
44.3322 0.0107 0.0000
44.3519 0.0150 0.0000
44.3627 0.0000 0.0424
44.3654 0.0033 0.0000
44.4014 0.0000 0.0129
44.4211 0.0105 0.0000
44.4551 0.0178 0.0000
44.4557 0.0282 0.0000
44.5540 0.0031 0.0000
44.5870 0.0000 0.0278
44.6891 0.0063 0.0000
44.7550 0.0187 0.0000
44.7932 0.0000 0.0274
44.8223 0.0000 0.0265
44.8965 0.0000 0.0054
44.9141 0.0000 0.0139
44.9366 0.0000 0.0114
45.0023 0.0000 0.0108
45.0096 0.0000 0.0213
45.0264 0.0000 0.0145
45.0594 0.0000 0.0013
45.0863 0.0000 0.0171
45.1594 0.0000 0.0055
45.1689 0.0111 0.0000
45.2306 0.0116 0.0000
45.2800 0.0000 0.0159
45.3698 0.0000 0.0141
45.4937 0.0098 0.0000
45.4970 0.0000 0.0320
45.5429 0.0000 0.0090
45.5506 0.0000 0.0203
45.5676 0.0097 0.0000
45.6101 0.0136 0.0000
45.7031 0.0100 0.0000
45.7173 0.0000 0.0268
45.7210 0.0329 0.0000
45.7620 0.0000 0.0197
45.8495 0.0000 0.0041
45.8798 0.0000 0.0290
45.9328 0.0553 0.0000
46.0023 0.0000 0.0172
46.0122 0.0000 0.0349
46.0948 0.0137 0.0000
46.1675 0.0000 0.0030
46.1902 0.0214 0.0000
46.2162 0.0000 0.0327
46.2193 0.0000 0.0145
46.2623 0.0420 0.0000
46.3032 0.0000 0.0202
46.3569 0.0000 0.0203
46.4145 0.0071 0.0000
46.4328 0.0000 0.0287
46.4628 0.0138 0.0000
46.5354 0.0000 0.0082
46.6021 0.0000 0.0079
46.6322 0.0000 0.0156
46.6519 0.0000 0.0166
46.6619 0.0000 0.0200
46.6637 0.0169 0.0000
46.6979 0.0143 0.0000
46.7705 0.0148 0.0000
46.7914 0.0112 0.0000
46.7964 0.0288 0.0000
46.8112 0.0000 0.0061
46.8191 0.0190 0.0000
46.9635 0.0000 0.0145
47.0969 0.0185 0.0000
47.1214 0.0137 0.0000
47.1266 0.0050 0.0000
47.1291 0.0000 0.0190
47.4123 0.0000 0.0239
47.4473 0.0224 0.0000
47.5189 0.0190 0.0000
47.5594 0.0177 0.0000
47.5847 0.0000 0.0496
47.6047 0.0100 0.0000
47.6223 0.0123 0.0000
47.6529 0.0059 0.0000
47.6811 0.0000 0.0120
47.7381 0.0000 0.0233
47.7771 0.0266 0.0000
47.7945 0.0206 0.0000
47.8493 0.0161 0.0000
47.8664 0.0000 0.0032
47.8751 0.0000 0.0246
47.9081 0.0000 0.0197
47.9762 0.0070 0.0000
47.9929 0.0000 0.0361
48.0599 0.0076 0.0000
48.0772 0.0106 0.0000
48.1362 0.0043 0.0000
48.1628 0.0000 0.0228
48.2169 0.0000 0.0405
48.2181 0.0044 0.0000
48.3187 0.0076 0.0000
48.3509 0.0000 0.0064
48.4194 0.0188 0.0000
48.4479 0.0109 0.0000
48.4844 0.0061 0.0000
48.5126 0.0000 0.0258
48.5891 0.0127 0.0000
48.6465 0.0113 0.0000
48.7000 0.0185 0.0000
48.7252 0.0101 0.0000
48.8278 0.0126 0.0000
48.8398 0.0236 0.0000
48.8969 0.0112 0.0000
48.9448 0.0000 0.0106
48.9693 0.0296 0.0000
49.0669 0.0000 0.0158
49.0687 0.0000 0.0045
49.1001 0.0016 0.0000
49.1078 0.0000 0.0138
49.1354 0.0248 0.0000
49.1376 0.0000 0.0062
49.1677 0.0201 0.0000
49.1729 0.0000 0.0026
49.2446 0.0175 0.0000
49.4367 0.0233 0.0000
49.4387 0.0094 0.0000
49.4437 0.0000 0.0359
49.5172 0.0000 0.0175
49.5392 0.0000 0.0112
49.5588 0.0054 0.0000
49.5653 0.0163 0.0000
49.5878 0.0000 0.0259
49.6989 0.0000 0.0081
49.7062 0.0000 0.0074
49.7188 0.0000 0.0208
49.7396 0.0000 0.0271
49.7508 0.0000 0.0160
49.7646 0.0363 0.0000
49.8432 0.0000 0.0200
49.8437 0.0000 0.0222
49.8487 0.0070 0.0000
49.9759 0.0169 0.0000
50.0280 0.0154 0.0000
50.0608 0.0081 0.0000
50.0663 0.0062 0.0000
50.1007 0.0000 0.0082
50.1683 0.0224 0.0000
50.1709 0.0101 0.0000
50.2128 0.0000 0.0287
50.2201 0.0000 0.0145
50.3111 0.0000 0.0024
50.3190 0.0000 0.0248
50.3336 0.0066 0.0000
50.3807 0.0064 0.0000
50.3818 0.0000 0.0209
50.3860 0.0000 0.0267
50.4026 0.0000 0.0171
50.4996 0.0000 0.0031
50.5480 0.0000 0.0176
50.5917 0.0205 0.0000
50.6309 0.0198 0.0000
50.6444 0.0006 0.0000
50.6462 0.0000 0.0175
50.6571 0.0089 0.0000
50.7249 0.0000 0.0114
50.8544 0.0000 0.0445
50.8625 0.0005 -0.0008
50.8947 0.0129 0.0000
50.9294 0.0000 0.0248
50.9525 0.0327 0.0000
50.9556 0.0000 0.0340
50.9794 0.0110 0.0000
50.9850 0.0000 0.0238
51.0340 0.0000 0.0358
51.0888 0.0000 0.0147
51.1130 0.0000 0.0327
51.1177 0.0171 0.0000
51.1209 0.0000 0.0151
51.1604 0.0017 0.0000
51.2025 0.0114 0.0000
51.2857 0.0000 0.0247
51.3064 0.0000 0.0070
51.3317 0.0257 0.0000
51.3363 0.0136 0.0000
51.3679 0.0000 0.0171
51.3701 0.0238 0.0000
51.4662 0.0000 0.0145
51.4900 0.0258 0.0000
51.5711 0.0083 0.0000
51.7032 0.0000 0.0207
51.7135 0.0238 0.0000
51.7212 0.0000 0.0280
51.7645 0.0075 0.0000
51.9009 0.0000 0.0282
51.9397 0.0067 0.0000
51.9851 0.0220 0.0000
52.2742 0.0000 0.0215
52.2912 0.0000 0.0156
52.3150 0.0000 0.0265
52.3197 0.0315 0.0000
52.3244 0.0000 0.0054
52.3299 0.0090 0.0000
52.3449 0.0080 0.0000
52.3453 0.0181 0.0000
52.4128 0.0056 0.0000
52.4796 0.0000 0.0174
52.5488 0.0062 0.0000
52.5731 0.0033 0.0000
52.6011 0.0000 0.0263
52.6250 0.0256 0.0000
52.6304 0.0000 0.0094
52.9136 0.0164 0.0000
53.0265 0.0000 0.0093
53.0754 0.0000 0.0134
53.1849 0.0060 0.0000
53.1907 0.0050 0.0000
53.2110 0.0167 0.0000
53.2654 0.0083 0.0000
53.3802 0.0077 0.0000
53.4402 0.0000 0.0249
53.4418 0.0216 0.0000
53.4667 0.0058 0.0000
53.4794 0.0000 0.0009
53.4813 0.0187 0.0000
53.5009 0.0000 0.0312
53.5347 0.0085 0.0000
53.5372 0.0016 0.0000
53.5667 0.0169 0.0000
53.5927 0.0000 0.0287
53.6423 0.0000 0.0128
53.7171 0.0046 0.0000
53.7979 0.0000 0.0162
53.8431 0.0064 0.0000
53.8641 0.0000 0.0105
53.8704 0.0184 0.0000
53.9233 0.0202 0.0000
53.9544 0.0251 0.0000
54.0122 0.0000 0.0201
54.1055 0.0089 0.0000
54.1171 0.0303 0.0000
54.1174 0.0061 0.0000
54.2044 0.0000 0.0373
54.2467 0.0000 0.0220
54.4210 0.0090 0.0000
54.4328 0.0233 0.0000
54.4622 0.0000 0.0181
54.5001 0.0195 0.0000
54.5192 0.0130 0.0000
54.5507 0.0000 0.0158
54.5690 0.0247 0.0000
54.5819 0.0257 0.0000
54.6150 0.0000 0.0292
54.6173 0.0061 0.0000
54.6360 0.0295 0.0000
54.6365 0.0248 0.0000
54.6550 0.0000 0.0188
54.6774 0.0023 0.0000
54.6779 0.0000 0.0249
54.8022 0.0000 0.0190
54.8150 0.0088 0.0000
54.8574 0.0000 0.0104
54.8764 0.0261 0.0000
54.9362 0.0103 0.0000
54.9691 0.0000 0.0372
54.9891 0.0000 0.0098
55.0233 0.0092 0.0000
55.0396 0.0045 0.0000
55.0768 0.0000 0.0242
55.1012 0.0000 0.0116
55.1694 0.0178 0.0000
