
L = 0.05
30.8234 0.0914 0.0000
30.8921 0.0000 0.0950
30.8923 0.8376 0.0000
30.9051 0.1601 0.0000
30.9706 0.0000 0.5644
30.9943 0.0000 0.1593
31.0499 0.1368 0.0000
31.0883 0.0000 0.1849
31.1390 0.1095 0.0000
31.1553 0.0508 0.0000
31.2235 0.0000 0.3856
31.2436 0.1553 0.0000
31.2455 0.2169 0.0000
31.2750 0.1260 0.0000
31.3137 0.0000 0.1519
31.3480 0.0802 0.0000
31.4532 0.1326 0.0000
31.5614 0.3429 0.0000
31.5765 0.1292 0.0000
31.6303 0.0939 0.0000
31.6332 0.1425 0.0000
31.7110 1.3090 0.0000
31.7442 0.1690 0.0000
31.7602 0.0000 0.2758
31.8020 0.2900 0.0000
31.8134 0.0655 0.0000
31.8418 0.0000 0.1706
31.8425 0.0000 0.0716
31.8538 0.2591 0.0000
31.8715 0.2146 0.0000
31.8834 0.0000 0.2368
31.9028 0.2418 0.0000
31.9356 0.0000 0.1626
31.9601 0.0000 0.1605
31.9624 0.0006 0.0344
32.0150 0.0767 0.0000
32.0428 0.1625 0.0000
32.1549 0.3572 0.0000
32.1983 0.1928 0.0000
32.2085 0.0000 0.3308
32.2125 0.2547 0.0000
32.3033 0.1597 0.0000
32.3688 0.0000 0.0802
32.3871 0.1517 0.0000
32.3885 0.2708 0.0000
32.4056 1.2900 0.0000
32.4400 0.3216 0.0000
32.4418 0.2732 0.0000
32.4540 0.2833 0.0000
32.4764 0.0000 0.3300
32.4885 0.1649 0.0000
32.4930 0.0000 0.1847
32.5211 0.2257 0.0000
32.5313 0.2367 0.0000
32.5775 0.1188 0.0000
32.5798 0.1950 0.0000
32.5915 0.1095 0.0000
32.5978 0.1736 0.0000
32.6175 0.0000 0.3088
32.6365 0.2686 0.0000
32.6657 0.0000 0.6020
32.6714 0.0000 0.1715
32.6824 0.2174 0.0000
32.7184 0.0000 0.1534
32.7523 0.0630 0.0000
32.7876 0.1556 0.0000
32.7983 0.0730 0.0000
32.8075 0.0783 0.0000
32.8552 1.3574 0.0000
32.8794 0.1205 0.0000
32.8798 0.2450 0.0000
32.8931 0.0733 0.0000
32.9026 0.1640 0.0000
32.9459 0.4685 0.0000
32.9518 0.2344 0.0000
32.9782 0.0000 0.3212
32.9887 0.1799 0.0000
33.0306 0.2038 0.0000
33.0353 0.0000 0.1375
33.0716 0.3467 0.0000
33.0741 1.1698 0.0000
33.0770 0.2287 0.0000
33.0961 0.0000 0.6900
33.1828 0.1669 0.0000
33.2039 0.3022 0.0000
33.2186 0.1883 0.0000
33.2193 0.0000 0.0753
33.2277 0.5539 0.0000
33.2353 0.0000 0.0613
33.2969 0.1717 0.0000
33.3174 0.1705 0.0000
33.3190 0.0000 0.2765
33.3349 0.0000 0.1207
33.3905 0.1476 0.0000
33.3944 0.0000 0.1715
33.4263 0.1152 0.0000
33.5281 0.0664 0.0000
33.5429 0.0714 0.0000
33.5685 0.1439 0.0000
33.5761 0.0000 0.0110
33.5768 0.1894 0.0000
33.6086 0.0989 0.0000
33.6120 0.3406 0.0000
33.6131 0.4935 0.0000
33.6246 0.2497 0.0000
33.6398 0.0000 0.0253
33.6862 0.5384 0.0000
33.7608 0.0941 0.0000
33.7949 0.7923 0.0000
33.8622 0.0000 0.3062
33.9033 0.1638 0.0000
33.9656 0.3160 0.0000
34.0869 0.3694 0.0000
34.1446 0.0000 0.1834
34.2286 0.0000 0.4976
34.2608 0.1243 0.0000
34.2653 0.0000 0.7161
34.3087 0.0000 0.1685
34.3441 0.9850 0.0000
34.3554 0.4197 0.0000
34.3670 0.1921 0.0000
34.3743 0.3330 0.0000
34.4063 0.1127 0.0000
34.4193 0.0000 0.2010
34.4499 0.1599 0.0000
34.4894 0.0000 0.1173
34.5213 0.0000 0.4353
34.5293 0.4423 0.0000
34.5421 0.3288 0.0000
34.6148 1.6110 0.0000
34.6396 0.0000 0.0642
34.6580 0.2184 0.0000
34.6657 0.0000 0.2380
34.6844 0.0937 0.0000
34.7598 0.0000 0.2886
34.7706 0.1828 0.0000
34.8173 0.0184 0.0000
34.8491 0.0000 0.0847
34.8756 0.4440 0.0000
34.8840 0.0982 0.0000
34.8958 0.0000 0.3653
34.9108 0.6583 0.0000
34.9362 0.2705 0.0000
34.9787 0.0000 0.2663
35.0619 0.1136 0.0000
35.0775 0.0000 0.3428
35.2855 0.0000 0.0329
35.3550 0.0000 0.4042
35.3642 0.0000 0.1363
35.3755 0.0000 0.5025
35.3827 0.2092 0.0000
35.4096 0.2105 0.0000
35.4617 0.0845 0.0000
35.4677 0.2949 0.0000
35.5038 0.0000 0.1988
35.5288 0.0000 0.4976
35.5350 0.2340 0.0000
35.5383 0.0894 0.0000
35.5896 0.0000 0.1883
35.6431 0.2965 0.0000
35.6989 0.1713 0.0000
35.7500 0.0000 0.1658
35.7886 0.0000 0.4687
35.7972 0.1694 0.0000
35.8124 0.0233 0.0000
35.9536 0.0801 0.0000
35.9789 0.0000 0.0387
36.1159 0.0000 0.2668
36.1370 0.0000 0.5644
36.1995 0.0556 0.0000
36.2552 0.1985 0.0000
36.2580 0.0000 0.2330
36.2768 0.0248 0.0000
36.2911 0.3153 0.0000
36.2927 0.2613 0.0000
36.3263 0.2654 0.0000
36.3365 0.3394 0.0000
36.3583 0.0000 0.1249
36.3859 0.1314 0.0000
36.3932 0.0000 0.3258
36.4051 0.0000 0.1243
36.4451 0.0000 0.3234
36.4926 0.2685 0.0000
36.5665 0.3678 0.0000
36.6400 0.0000 0.1535
36.7282 0.0000 0.5314
36.7598 0.0655 0.0000
36.7867 0.3770 0.0000
36.8298 0.0000 0.1246
36.8689 0.2932 0.0000
36.9269 0.0000 0.1821
36.9482 0.0000 1.0254
37.0073 0.3854 0.0000
37.0129 0.0000 0.1465
37.0648 0.0801 0.0000
37.0732 0.0000 0.1000
37.1772 0.0954 0.0000
37.2551 0.2019 0.0000
37.2578 0.0000 0.2455
37.2674 0.0000 0.3049
37.3597 0.1218 0.0000
37.4259 0.0000 0.2105
37.5247 0.6791 0.0000
37.5251 0.1803 0.0000
37.5696 1.6953 0.0000
37.6418 0.2418 0.0000
37.6558 0.0000 0.4490
37.6703 0.5911 0.0000
37.6796 0.0000 0.0993
37.6921 0.0000 0.6334
37.7484 0.0000 0.2478
37.7837 0.0000 0.0202
37.8081 0.0000 0.4417
37.8140 0.0762 0.0000
37.8208 0.1683 0.0000
37.8399 0.1328 0.0000
37.8605 0.3128 0.0000
37.8676 0.0000 0.0943
37.8727 0.0342 0.0000
37.8790 0.2081 0.0000
37.8827 0.0096 -0.0129
37.9143 0.0000 0.1569
37.9808 0.1866 0.0000
37.9932 0.0000 0.3385
38.0055 0.0000 0.2005
38.0223 0.1449 0.0000
38.0419 0.0000 0.1950
38.0933 0.7554 0.0000
38.0996 0.1771 0.0000
38.1073 0.0640 0.0000
38.1220 0.0000 0.2986
38.1247 0.0000 0.0558
38.1271 0.8069 0.0000
38.1492 0.2107 0.0000
38.1552 0.2060 0.0000
38.1597 0.0923 0.0000
38.1882 0.2139 0.0000
38.2115 0.2006 0.0000
38.2238 0.2822 0.0000
38.2849 0.0000 0.3715
38.2922 0.0025 0.0238
38.3358 0.2961 0.0000
38.4279 0.0000 0.1434
38.5090 0.0000 0.1186
38.5360 0.0000 0.0336
38.5562 0.1258 0.0000
38.5586 0.0000 0.5358
38.5887 0.0903 0.0000
38.6026 0.1184 0.0000
38.6389 0.4245 0.0000
38.6966 0.3509 0.0000
38.7292 0.1528 0.0000
38.7452 0.0230 0.0000
38.7812 0.0000 0.2251
38.8343 0.2224 0.0000
38.8367 0.0000 0.1966
38.8576 0.0000 0.1127
38.8592 0.0000 0.0755
38.8670 0.0000 0.1369
38.8801 1.1006 0.0000
38.8833 0.0000 0.2407
38.9101 0.2268 0.0000
38.9324 0.0000 0.0461
38.9564 0.3024 0.0000
38.9933 0.5598 0.0000
39.0434 0.2477 0.0000
39.0726 0.1530 0.0000
39.1034 0.0000 0.5161
39.1240 0.0000 0.1092
39.1372 0.1035 0.0000
39.2254 0.0000 0.3290
39.2639 1.1586 0.0000
39.3183 0.6003 0.0000
39.3223 0.3230 0.0000
39.3301 0.3874 0.0000
39.3424 0.0655 0.0000
39.3436 0.0000 0.1211
39.3498 0.1653 0.0000
39.4035 0.2463 0.0000
39.4100 0.1825 0.0000
39.4189 0.1301 0.0000
39.5046 0.0000 0.3808
39.6148 0.0000 0.4362
39.6294 0.0000 0.0853
39.6453 0.1358 0.0000
39.7453 0.0000 0.1062
39.7473 0.0786 0.0000
39.8267 0.0000 0.0809
39.8566 0.0000 0.2030
39.9010 0.1541 0.0000
39.9053 0.0177 0.0000
39.9435 0.4032 0.0000
39.9474 0.1499 0.0000

L = 0.05
0.0013 0.7554 0.0000
0.0077 0.1771 0.0000
0.0154 0.0640 0.0000
0.0301 0.0000 0.2986
0.0328 0.0000 0.0558
0.0351 0.8069 0.0000
0.0573 0.2107 0.0000
0.0632 0.2060 0.0000
0.0963 0.2139 0.0000
0.1195 0.2006 0.0000
0.1319 0.2822 0.0000
0.2002 0.0025 0.0238
0.3359 0.0000 0.1434
0.4441 0.0000 0.0336
0.4666 0.0000 0.5358
0.5107 0.1184 0.0000
0.6532 0.0230 0.0000
0.7656 0.0000 0.1127
1.0320 0.0000 0.1092
1.0452 0.1035 0.0000
1.9481 0.0089 0.0000
2.0023 0.1618 0.0000
2.0603 0.0097 0.0128
2.1372 0.0000 0.1028
2.6916 0.0137 -0.0011
4.9404 0.0001 0.0000
5.9445 0.0198 0.0111
7.6815 0.0075 0.0046
10.8986 0.0123 -0.0017
27.5530 0.0006 0.0062
29.9604 0.0170 0.0066
37.9624 0.0052 0.0171
38.9874 0.0143 0.0191

L = 0.05
0.0174 0.3931 0.0000
0.1115 0.0000 0.2024
0.1169 0.0000 0.3219
0.1695 0.0932 0.0000
0.1860 0.1920 0.0000
0.3079 0.0000 0.2253
0.3839 0.0000 0.1187
0.5130 0.2729 0.0000
0.5700 0.1908 0.0000
0.6432 0.2995 0.0000
0.8013 0.1375 0.0000
0.8638 0.0143 0.0191
0.8944 0.1662 0.0000
1.8425 0.1590 0.0000
1.9464 0.0066 -0.0094
2.9310 0.0060 0.0217
4.0223 0.3916 0.0000
7.3690 0.0137 0.0246
10.2556 0.0295 0.0023
10.3439 0.0113 0.0074
21.5640 0.0080 0.0075
24.1851 0.0099 0.0064
24.2789 0.0132 0.0021
30.0837 0.0153 0.0048
30.1842 0.0349 0.0117
31.1380 0.0008 -0.0005
35.8178 0.0213 -0.0026
36.8483 0.0033 0.0007

L = 0.05
0.0994 0.1536 0.0000
0.1708 0.0000 0.4263
0.1833 0.0680 0.0000
0.2126 0.0000 0.2197
0.2325 0.3299 0.0000
0.2622 0.0543 0.0000
0.2675 0.0000 0.0418
0.2773 0.3486 0.0000
0.3061 0.0281 0.0000
0.3169 0.0618 0.0000
0.3374 0.0000 0.0473
0.4438 0.1861 0.0000
0.5290 0.2191 0.0000
0.6796 0.0000 0.0998
0.7601 0.0405 0.0000
0.8305 0.0000 0.1888
0.8369 0.0000 0.1528
0.9496 0.7882 0.0000
1.3137 0.3188 0.0000
7.2661 0.0101 0.0084
7.9726 0.0090 0.0148
9.8224 0.0100 0.0235
12.1239 0.0166 0.0084
13.8261 0.0116 0.0153
15.4018 0.0022 0.0155
18.8269 0.0040 0.0089
21.0994 0.0104 0.0030
23.5104 0.0087 0.0157
25.2256 0.0006 0.0089
25.7339 0.0100 -0.0017
30.5766 0.0134 0.0048
34.2925 0.0085 -0.0032

L = 0.05
0.0039 0.0357 0.0000
0.0041 0.2373 0.0000
0.1268 0.0000 0.2188
0.1317 0.0000 0.5534
0.1622 0.0000 0.1464
0.1753 0.0000 0.2587
0.1855 0.0000 0.3030
0.2563 0.0000 0.1276
0.3515 0.1028 0.0000
0.3748 0.0000 0.2068
0.3962 0.1490 0.0000
0.4657 0.9832 0.0000
0.4839 0.0000 0.2231
0.5153 0.0822 0.0000
0.5623 0.3124 0.0000
0.5652 0.0461 0.0000
0.6827 0.1948 0.0000
0.6917 0.0000 0.1826
0.7851 0.0000 0.1314
0.8133 0.0277 0.0000
0.8554 0.3199 0.0000
0.9755 0.2528 0.0000
1.9397 0.0416 0.0000
4.8333 0.0134 0.0061
12.5104 0.0086 0.0081
13.8088 0.0027 0.0080
14.3219 0.0007 -0.0010
22.6963 0.0066 0.0019
23.8656 0.0035 0.0078
33.4453 0.0176 -0.0150
36.1421 0.0104 0.0213
