
L = 0.07
13.7337 0.0000 0.0263
13.8176 0.0000 0.0273
13.8239 0.0000 0.0060
13.9082 0.0148 0.0000
13.9334 0.0000 0.0221
13.9524 0.0000 0.0272
13.9526 0.0000 0.0264
14.0291 0.0000 0.0548
14.0313 0.0000 0.0104
14.0583 0.0000 0.0285
14.1079 0.0000 0.0139
14.1520 0.0000 0.0249
14.2700 0.0063 0.0000
14.2719 0.0133 0.0000
14.4155 0.0091 0.0000
14.4795 0.0100 0.0000
14.5399 0.0000 0.0236
14.5410 0.0000 0.0164
14.5763 0.0000 0.0194
14.6085 0.0142 0.0000
14.6454 0.0000 0.0601
14.6511 0.0118 0.0000
14.6534 0.0000 0.0063
14.7027 0.0177 0.0000
14.7039 0.0000 0.0174
14.7091 0.0191 0.0000
14.7288 0.0000 0.0113
14.7656 0.0155 0.0000
14.7750 0.0093 0.0000
14.8130 0.0000 0.0184
14.8328 0.0072 0.0000
14.8426 0.0162 0.0000
14.8756 0.0000 0.0486
14.8862 0.0188 0.0000
14.8974 0.0000 0.0212
14.9576 0.0000 0.0145
15.0019 0.0000 0.0058
15.0038 0.0000 0.0209
15.0265 0.0158 0.0000
15.0383 0.0000 0.0128
15.0427 0.0000 0.0193
15.0785 0.0000 0.0253
15.1136 0.0000 0.0420
15.1544 0.0232 0.0000
15.2802 0.0000 0.0285
15.3143 0.0000 0.0222
15.3210 0.0000 0.0092
15.3320 0.0000 0.0010
15.3825 0.0000 0.0069
15.4199 0.0000 0.0111
15.4625 0.0036 0.0000
15.5721 0.0000 0.0307
15.7360 0.0071 0.0000
15.7486 0.0000 0.0378
15.8372 0.0004 0.0211
15.9106 0.0158 0.0000
15.9204 0.0000 0.0157
15.9538 0.0000 0.0413
15.9571 0.0000 0.0278
15.9604 0.0000 0.0155
15.9772 0.0000 0.0171
15.9855 0.0056 0.0000
16.0871 0.0008 0.0000
16.1290 0.0000 0.0111
16.1661 0.0000 0.0150
16.2110 0.0134 0.0000
16.2173 0.0000 0.0245
16.2768 0.0000 0.0321
16.3019 0.0134 0.0000
16.3031 0.0000 0.0256
16.3079 0.0000 0.0573
16.4754 0.0085 0.0000
16.5183 0.0103 0.0000
16.5412 0.0000 0.0313
16.5526 0.0000 0.0078
16.5536 0.0161 0.0000
16.5595 0.0211 0.0000
16.5896 0.0000 0.0297
16.6236 0.0150 0.0000
16.6296 0.0163 0.0000
16.6990 0.0000 0.0349
16.7759 0.0124 0.0000
16.7867 0.0187 0.0000
16.7876 0.0000 0.0059
16.8736 0.0164 0.0000
16.9069 0.0160 0.0000
16.9238 0.0000 0.0244
16.9395 0.0164 0.0000
16.9592 0.0103 0.0000
16.9639 0.0000 0.0215
17.1423 0.0000 0.0219
17.1906 0.0000 0.0491
17.2239 0.0000 0.0167
17.2907 0.0000 0.0253
17.3733 0.0000 0.0158
17.4043 0.0107 0.0000
17.5087 0.0000 0.0250
17.5339 0.0095 0.0000
17.5437 0.0000 0.0230
17.6092 0.0000 0.0290
17.6482 0.0467 0.0000
17.6638 0.0000 0.0356
17.8290 0.0000 0.0233
17.8292 0.0000 0.0162
17.8579 0.0133 0.0009
17.9258 0.0030 0.0000
17.9758 0.0017 0.0000
17.9866 0.0000 0.0249
18.0018 0.0000 0.0097
18.0020 0.0000 0.0254
18.0216 0.0000 0.0313
18.0442 0.0000 0.0153
18.0883 0.0000 0.0230
18.1852 0.0000 0.0197
18.2021 0.0000 0.0086
18.2501 0.0000 0.0114
18.2574 0.0000 0.0193
18.3605 0.0000 0.0081
18.3744 0.0000 0.0201
18.4107 0.0000 0.0088
18.4109 0.0000 0.0283
18.4239 0.0000 0.0106
18.4351 0.0125 0.0000
18.5169 0.0000 0.0109
18.5405 0.0000 0.0027
18.6245 0.0000 0.0289
18.7053 0.0107 0.0000
18.8096 0.0287 0.0000
18.8985 0.0000 0.0101
18.9151 0.0000 0.0279
18.9320 0.0093 0.0000
18.9516 0.0045 0.0000
18.9807 0.0000 0.0397
18.9883 0.0192 0.0000
19.0128 0.0000 0.0244
19.0276 0.0000 0.0468
19.0395 0.0000 0.0278
19.0565 0.0000 0.0291
19.0646 0.0000 0.0465
19.0695 0.0047 0.0000
19.1758 0.0000 0.0172
19.1987 0.0000 0.0259
19.1994 0.0108 0.0000
19.2651 0.0100 0.0000
19.2798 0.0350 0.0000
19.2829 0.0327 0.0000
19.3303 0.0110 0.0000
19.3512 0.0181 0.0000
19.3522 0.0087 0.0000
19.4215 0.0000 0.0402
19.4474 0.0162 0.0000
19.4609 0.0000 0.0193
19.5549 0.0000 0.0023
19.5725 0.0183 0.0000
19.5738 0.0000 0.0186
19.6086 0.0000 0.0263
19.6420 0.0050 0.0000
19.6506 0.0140 0.0000
19.6909 0.0000 0.0256
19.6921 0.0000 0.0244
19.6974 0.0155 0.0000
19.8268 0.0000 0.0190
19.8545 0.0000 0.0162
19.8666 0.0000 0.0353
19.8793 0.0208 0.0000
19.8937 0.0142 0.0000
19.9121 0.0000 0.0358
20.0232 0.0000 0.0164
20.1532 0.0000 0.0252
20.1571 0.0080 0.0000
20.1707 0.0192 0.0000
20.2411 0.0070 0.0000
20.3282 0.0177 0.0000
20.3464 0.0000 0.0152
20.4862 0.0083 0.0000
20.4868 0.0222 0.0000
20.5022 0.0000 0.0137
20.5408 0.0070 0.0000
20.6463 0.0114 0.0000
20.6743 0.0127 0.0000
20.6772 0.0000 0.0294
20.6829 0.0170 0.0000
20.6937 0.0000 0.0289
20.7001 0.0000 0.0340
20.7266 0.0000 0.0212
20.7426 0.0000 0.0163
20.8084 0.0237 0.0000
20.8552 0.0058 0.0000
20.8688 0.0084 0.0000
20.8799 0.0000 0.0073
20.9783 0.0197 0.0000
21.0008 0.0060 0.0000
21.0275 0.0306 0.0000
21.0737 0.0062 0.0000
21.0793 0.0000 0.0308
21.1049 0.0000 0.0235
21.1075 0.0013 0.0044
21.2151 0.0000 0.0136
21.2188 0.0000 0.0262
21.2206 0.0000 0.0362
21.3222 0.0000 0.0158
21.3629 0.0000 0.0168
21.3917 0.0330 0.0000
21.4187 0.0000 0.0229
21.4327 0.0048 0.0000
21.5355 0.0142 0.0000
21.6412 0.0000 0.0248
21.6919 0.0000 0.0193
21.7278 0.0000 0.0302
21.8275 0.0000 0.0341
21.9164 0.0142 0.0000
21.9720 0.0429 0.0000
21.9943 0.0131 0.0056
22.0325 0.0000 0.0176
22.1549 0.0000 0.0143
22.1633 0.0000 0.0423
22.1997 0.0248 0.0000
22.2464 0.0091 0.0000
22.2685 0.0059 0.0000
22.2757 0.0000 0.0214
22.3030 0.0000 0.0076
22.3094 0.0142 0.0000
22.3939 0.0178 0.0000
22.4333 0.0000 0.0123
22.4572 0.0000 0.0118
22.5259 0.0000 0.0171
22.5331 0.0138 0.0000
22.5344 0.0000 0.0212
22.5346 0.0000 0.0260
22.5369 0.0000 0.0260
22.5484 0.0000 0.0110
22.5624 0.0000 0.0207
22.5764 0.0095 0.0000
22.6032 0.0000 0.0278
22.6050 0.0110 0.0000
22.7074 0.0000 0.0157
22.7171 0.0000 0.0102
22.7613 0.0286 0.0000
22.7823 0.0111 0.0000
22.9760 0.0143 0.0000
22.9935 0.0000 0.0194
23.0124 0.0000 0.0112
23.0530 0.0083 0.0000
23.1549 0.0000 0.0021
23.1712 0.0141 0.0000
23.2065 0.0000 0.0318
23.2089 0.0000 0.0069
23.2151 0.0000 0.0182
23.2197 0.0000 0.0344
23.2372 0.0285 0.0000
23.2535 0.0000 0.0040
23.2744 0.0000 0.0263
23.2780 0.0094 0.0000
23.3244 0.0000 0.0189
23.3407 0.0093 0.0000
23.3582 0.0121 0.0000
23.3587 0.0000 0.0319
23.3707 0.0000 0.0345
23.3859 0.0087 0.0000
23.4034 0.0000 0.0164
23.4365 0.0133 0.0000
23.4799 0.0000 0.0293
23.5087 0.0107 0.0000
23.6201 0.0000 0.0371
23.6397 0.0230 0.0000
23.6589 0.0000 0.0224
23.6697 0.0169 0.0000
23.6843 0.0145 0.0000
23.7451 0.0050 0.0000
23.8094 0.0000 0.0041
23.8177 0.0028 0.0000
23.8624 0.0133 0.0000
23.9276 0.0000 0.0167
23.9835 0.0000 0.0176
24.0744 0.0214 0.0000
24.0777 0.0000 0.0207
24.1242 0.0124 0.0000
24.1665 0.0215 0.0000
24.3049 0.0138 0.0000
24.3107 0.0089 0.0000
24.3555 0.0000 0.0130
24.3621 0.0143 0.0000
24.3903 0.0000 0.0143
24.4036 0.0000 0.0069
24.4061 0.0157 0.0000
24.5819 0.0000 0.0301
24.5867 0.0181 0.0000
24.6262 0.0280 0.0000
24.6402 0.0000 0.0054
24.7113 0.0000 0.0244
24.7402 0.0000 0.0096
24.7433 0.0000 0.0099
24.7633 0.0145 0.0000
24.8599 0.0013 0.0000
24.9851 0.0000 0.0208
25.0441 0.0000 0.0026
25.0530 0.0211 0.0000
25.0775 0.0115 0.0000
25.0951 0.0027 0.0000
25.1119 0.0166 0.0000
25.1422 0.0227 0.0000
25.1687 0.0000 0.0229
25.1748 0.0075 0.0000
25.1758 0.0000 0.0187
25.2102 0.0151 0.0000
25.3146 0.0083 0.0000
25.3265 0.0000 0.0048
25.3764 0.0339 0.0000
25.3909 0.0196 -0.0166
25.5879 0.0134 0.0000
25.6133 0.0245 0.0000
25.6916 0.0200 0.0000
25.7036 0.0000 0.0178
25.7803 0.0000 0.0227
25.8459 0.0159 0.0000
25.9258 0.0235 0.0000
25.9295 0.0224 0.0293
25.9357 0.0296 0.0000
25.9573 0.0226 0.0000
25.9611 0.0322 0.0000
26.0403 0.0132 0.0000
26.0626 0.0000 0.0120
26.0778 0.0000 0.0463
26.1163 0.0161 0.0000
26.1396 0.0000 0.0250
26.1670 0.0324 0.0000
26.1721 0.0000 0.0101
26.4038 0.0355 0.0000
26.5126 0.0085 0.0000
26.5494 0.0051 0.0135
26.5647 0.0000 0.0340
26.6109 0.0120 0.0000
26.6160 0.0454 0.0000
26.7014 0.0096 0.0000
26.7274 0.0000 0.0314
26.7708 0.0000 0.0392
26.8089 0.0290 0.0000
26.8137 0.0000 0.0237
26.8324 0.0000 0.0207
26.8474 0.0000 0.0098
26.8520 0.0000 0.0179
26.8708 0.0000 0.0074
26.9105 0.0108 0.0000
26.9307 0.0161 0.0000
27.0109 0.0000 0.0249
27.0123 0.0067 0.0000
27.0306 0.0000 0.0314
27.0869 0.0263 0.0000
27.1300 0.0237 0.0000
27.1496 0.0090 0.0000
27.2079 0.0000 0.0215
27.2136 0.0093 0.0000
27.2414 0.0136 0.0000
27.3418 0.0000 0.0036
27.3434 0.0000 0.0154
27.4423 0.0000 0.0043
27.4504 0.0000 0.0208
27.4567 0.0000 0.0035
27.4583 0.0000 0.0189
27.5020 0.0074 0.0000
27.5370 0.0233 0.0000
27.5466 0.0000 0.0209
27.5734 0.0116 0.0000
27.6385 0.0419 0.0000
27.6487 0.0163 0.0000
27.7249 0.0000 0.0162
27.8129 0.0057 0.0000
27.8569 0.0089 0.0000
27.9120 0.0188 0.0000
27.9709 0.0000 0.0125
27.9913 0.0120 0.0000
28.0071 0.0000 0.0089
28.0110 0.0387 0.0000
28.0227 0.0000 0.0106
28.0455 0.0104 0.0000
28.0712 0.0000 0.0117
28.1666 0.0401 0.0000
28.1708 0.0270 0.0000
28.2632 0.0000 0.0195
28.2656 0.0000 0.0309
28.3146 0.0183 0.0000
28.3544 0.0200 0.0000
28.3784 0.0094 0.0000
28.3995 0.0086 0.0000
28.4000 0.0058 0.0000
28.4440 0.0184 0.0000
28.5067 0.0111 0.0119
28.6141 0.0146 0.0000
28.6147 0.0281 0.0000
28.6752 0.0000 0.0022
28.7354 0.0000 0.0316
28.7435 0.0000 0.0126
28.7476 0.0185 0.0000
28.7964 0.0000 0.0269
28.8123 0.0370 0.0000
28.8342 0.0279 0.0000
28.8408 0.0074 0.0000
28.8528 0.0000 0.0272
29.0033 0.0000 0.0377
29.0173 0.0000 0.0110
29.0339 0.0046 0.0000
29.0385 0.0000 0.0116
29.2040 0.0000 0.0175
29.2637 0.0000 0.0374
29.3080 0.0162 0.0000
29.3093 0.0061 0.0000
29.3310 0.0032 0.0000
29.3383 0.0000 0.0179
29.3496 0.0193 0.0000
29.4126 0.0412 0.0000
29.4493 0.0000 0.0175
29.5417 0.0000 0.0214
29.5675 0.0385 0.0000
29.5700 0.0000 0.0193
29.6513 0.0000 0.0221
29.6933 0.0130 0.0000
29.7598 0.0000 0.0078
29.7772 0.0239 0.0000
29.8908 0.0322 0.0000
29.8925 0.0231 0.0000
29.9105 0.0247 0.0000
29.9689 0.0000 0.0328
30.0069 0.0198 0.0000
30.0151 0.0180 0.0000
30.0587 0.0000 0.0186
30.1179 0.0189 0.0000
30.1746 0.0250 0.0000
30.1790 0.0248 0.0000
30.2113 0.0105 0.0000
30.3249 0.0000 0.0112
30.3288 0.0000 0.0190
30.3426 0.0151 0.0000
30.4248 0.0164 0.0000
30.4787 0.0153 0.0000
30.5080 0.0000 0.0046
30.5376 0.0244 0.0000
30.5972 0.0221 0.0000
30.6790 0.0106 0.0000
30.6849 0.0203 0.0000
30.6854 0.0092 0.0000
30.8401 0.0354 0.0000
30.8447 0.0110 0.0000
30.8485 0.0000 0.0360
30.8650 0.0112 0.0000
30.8904 0.0229 0.0000
31.0057 0.0039 0.0000
31.0154 0.0201 0.0000
31.0379 0.0145 0.0000
31.0406 0.0340 0.0000
31.1218 0.0073 0.0000
31.1357 0.0173 0.0000
31.1547 0.0000 0.0240
31.1558 0.0011 0.0000
31.2508 0.0096 0.0000
31.2781 0.0213 0.0000
31.2853 0.0172 0.0000
31.3063 0.0342 0.0000
31.3736 0.0000 0.0144
31.3881 0.0000 0.0093
31.4365 0.0092 0.0000
31.4599 0.0082 0.0000
31.4888 0.0017 0.0000
31.5228 0.0248 0.0000
31.5266 0.0294 0.0000
31.6142 0.0000 0.0102
31.6714 0.0133 0.0000
31.6716 0.0043 0.0000
31.6748 0.0187 0.0000
31.7183 0.0174 0.0000
31.7664 0.0317 0.0000
31.8012 0.0281 0.0000
31.8407 0.0199 0.0000
31.8500 0.0063 0.0000
31.8808 0.0000 0.0107
31.8929 0.0165 0.0000
31.9329 0.0000 0.0397
31.9437 0.0000 0.0084
31.9445 0.0000 0.0117
31.9630 0.0000 0.0033
31.9818 0.0108 0.0000
31.9838 0.0000 0.0228
31.9867 0.0203 0.0000
32.0160 0.0099 0.0000
32.1169 0.0000 0.0168
32.3609 0.0077 0.0000
32.3986 0.0000 0.0225
32.4939 0.0052 0.0000
32.5267 0.0178 0.0000
32.5331 0.0000 0.0316
32.5567 0.0166 0.0000
32.5678 0.0424 0.0000
32.6051 0.0191 0.0000
32.6592 0.0000 0.0094
32.6617 0.0030 0.0000
32.6637 0.0236 0.0000
32.6899 0.0125 0.0000
32.7115 0.0000 0.0141
32.8941 0.0000 0.0151
32.8956 0.0000 0.0310
32.9154 0.0214 0.0000
32.9210 0.0000 0.0428
32.9416 0.0285 0.0000
32.9490 0.0000 0.0022
33.0079 0.0000 0.0147
33.0139 0.0000 0.0201
33.0168 0.0000 0.0203
33.0379 0.0112 0.0000
33.1515 0.0071 0.0000
33.1515 0.0000 0.0207
33.1559 0.0119 0.0000
33.2126 0.0321 0.0000
33.2414 0.0149 0.0000
33.3142 0.0000 0.0273
33.3768 0.0064 0.0000
33.4091 0.0280 0.0164
33.5318 0.0000 0.0095
33.6131 0.0064 0.0077
33.6185 0.0122 0.0000
33.6360 0.0063 0.0000
33.6469 0.0149 0.0000
33.7104 0.0134 -0.0108
33.7995 0.0299 0.0000
33.8522 0.0041 0.0000
33.8947 0.0207 0.0000
33.9182 0.0242 0.0000
33.9222 0.0000 0.0141
33.9343 0.0273 0.0000
33.9432 0.0000 0.0090
33.9555 0.0000 0.0249
33.9585 0.0155 0.0000
33.9638 0.0000 0.0388
34.0441 0.0000 0.0035
34.0953 0.0129 0.0000
34.0977 0.0000 0.0190
34.0991 0.0000 0.0139
34.1657 0.0291 0.0000
34.1719 0.0123 0.0000
34.1792 0.0256 0.0000
34.2477 0.0092 0.0000
34.2811 0.0219 0.0000
34.3348 0.0000 0.0293
34.4161 0.0000 0.0066
34.4400 0.0196 0.0000
34.4503 0.0000 0.0085
34.4660 0.0083 0.0000
34.5429 0.0149 0.0000
34.6872 0.0000 0.0067
34.7165 0.0179 0.0000
34.7300 0.0181 0.0000
34.7475 0.0000 0.0104
34.7673 0.0208 0.0000
34.8703 0.0000 0.0196
34.8901 0.0000 0.0073
34.8980 0.0215 0.0000
35.0283 0.0248 0.0000
35.1240 0.0000 0.0130
35.1404 0.0271 0.0000
35.1856 0.0000 0.0350
35.2979 0.0000 0.0094
35.3112 0.0344 0.0000
35.3356 0.0000 0.0073
35.3861 0.0322 0.0000
35.3996 0.0041 0.0000
35.4077 0.0114 0.0000
35.4284 0.0000 0.0281
35.5711 0.0000 0.0072
35.6108 0.0355 0.0000
35.6603 0.0238 0.0000
35.6689 0.0178 0.0000
35.6947 0.0000 0.0178
35.7613 0.0125 0.0000
35.7702 0.0136 0.0000
35.7813 0.0000 0.0228
35.7939 0.0269 0.0000
35.8269 0.0000 0.0110
36.0204 0.0235 0.0000
36.0469 0.0220 0.0000
36.0591 0.0149 0.0000
36.0804 0.0000 0.0086
36.0858 0.0137 0.0000
36.0910 0.0000 0.0157
36.1220 0.0234 0.0000
36.1530 0.0128 0.0000
36.2247 0.0092 0.0000
36.2340 0.0000 0.0228
36.2509 0.0157 0.0000
36.3130 0.0000 0.0375
36.3240 0.0000 0.0257
36.3814 0.0060 0.0000
36.4339 0.0159 0.0000
36.4417 0.0198 0.0000
36.4602 0.0299 0.0000
36.4779 0.0000 0.0327
36.5091 0.0000 0.0270
36.5866 0.0315 0.0000
36.6062 0.0173 0.0000
36.6150 0.0000 0.0145
36.6344 0.0313 0.0000
36.7717 0.0000 0.0231
36.7930 0.0326 0.0000
36.8381 0.0143 0.0000
36.8689 0.0000 0.0151
36.8952 0.0047 0.0000
36.9826 0.0000 0.0249
37.1645 0.0000 0.0108
37.1811 0.0125 0.0000
37.2896 0.0000 0.0009
37.2991 0.0230 0.0000
37.3006 0.0140 0.0000
37.3132 0.0141 0.0000
37.3392 0.0000 0.0345
37.3696 0.0000 0.0173
37.3869 0.0196 0.0000
37.4685 0.0434 0.0000
37.4954 0.0347 0.0000
37.4998 0.0202 0.0000
37.5157 0.0155 0.0000
37.5548 0.0256 0.0000
37.5766 0.0000 0.0311
37.6374 0.0000 0.0348
37.6590 0.0000 0.0219
37.7452 0.0102 0.0000
37.7587 0.0000 0.0123
37.7711 0.0000 0.0060
37.8368 0.0171 0.0000
37.8581 0.0083 0.0000
37.9176 0.0000 0.0318
37.9297 0.0295 0.0000
38.0074 0.0279 0.0000
38.0153 0.0234 0.0000
38.0213 0.0242 0.0000
38.0471 0.0000 0.0050
38.0557 0.0000 0.0478
38.1034 0.0000 0.0091
38.1502 0.0000 0.0108
38.1691 0.0266 0.0000
38.1846 0.0197 0.0000
38.2003 0.0023 0.0000
38.2033 0.0145 0.0000
38.2626 0.0134 0.0000
38.3028 0.0000 0.0205
38.4612 0.0149 0.0000
38.4937 0.0179 0.0000
38.5340 0.0245 0.0000
38.5343 0.0081 0.0000
38.5639 0.0000 0.0188
38.5848 0.0000 0.0339
38.6329 0.0105 0.0000
38.6366 0.0138 0.0000
38.6819 0.0000 0.0127
38.6962 0.0068 0.0000
38.7251 0.0162 0.0000
38.8032 0.0186 0.0000
38.8101 0.0308 0.0000
38.8104 0.0079 0.0000
38.9085 0.0074 0.0000
38.9320 0.0157 0.0000
38.9503 0.0050 0.0000
39.0997 0.0119 0.0000
39.1084 0.0000 0.0160
39.1379 0.0000 0.0197
39.2191 0.0181 0.0000
39.2477 0.0000 0.0094
39.2541 0.0174 0.0000
39.2613 0.0000 0.0120
39.3333 0.0000 0.0147
39.3433 0.0000 0.0164
39.3920 0.0174 0.0000
39.3972 0.0000 0.0116
39.4920 0.0000 0.0266
39.5375 0.0043 0.0000
39.5827 0.0158 0.0000
39.6551 0.0197 0.0000
39.6733 0.0305 0.0000
39.6765 0.0197 0.0000
39.6771 0.0093 0.0000
39.7004 0.0040 0.0000
39.7174 0.0237 0.0000
39.7196 0.0000 0.0443
39.7489 0.0061 0.0000
39.8037 0.0058 0.0000
39.8137 0.0215 0.0000
39.8619 0.0000 0.0086
39.9869 0.0021 0.0000
40.0002 0.0000 0.0110
40.0807 0.0000 0.0328
40.1843 0.0333 0.0000
40.2133 0.0118 0.0000
40.2174 0.0000 0.0283
40.4071 0.0111 0.0000
40.4166 0.0116 0.0000
40.4190 0.0000 0.0123
40.4259 0.0207 0.0000
40.4419 0.0191 0.0000
40.4967 0.0000 0.0262
40.5974 0.0000 0.0187
40.5977 0.0116 0.0000
40.6071 0.0170 0.0000
40.6499 0.0184 0.0000
40.6786 0.0000 0.0105
40.6819 0.0035 0.0000
40.7461 0.0000 0.0213
40.8253 0.0193 0.0000
40.9124 0.0194 0.0000
40.9316 0.0147 0.0000
40.9326 0.0134 0.0000
40.9404 0.0104 0.0000
41.0038 0.0000 0.0022
41.0559 0.0183 0.0000
41.0582 0.0000 0.0168
41.1109 0.0271 0.0000
41.1800 0.0000 0.0243
41.1971 0.0000 0.0220
41.2035 0.0223 0.0000
41.3457 0.0000 0.0225
41.3463 0.0067 0.0000
41.4430 0.0000 0.0204
41.4618 0.0000 0.0268
41.4683 0.0231 0.0000
41.4761 0.0000 0.0215
41.4797 0.0207 0.0000
41.5129 0.0326 0.0000
41.5416 0.0000 0.0229
41.5649 0.0126 0.0000
41.5681 0.0000 0.0287
41.5726 0.0072 0.0000
41.5735 0.0192 0.0000
41.5749 0.0000 0.0287
41.5994 0.0093 0.0000
41.6261 0.0066 0.0016
41.6309 0.0155 0.0000
41.7152 0.0040 0.0000
41.8073 0.0255 0.0000
41.8300 0.0216 0.0000
41.8461 0.0000 0.0048
41.9260 0.0000 0.0248
41.9477 0.0098 0.0000
41.9797 0.0000 0.0159
41.9810 0.0295 0.0000
42.0141 0.0205 0.0000
42.0982 0.0000 0.0187
42.1868 0.0000 0.0027
42.2133 0.0134 0.0000
42.2514 0.0119 0.0000
42.2880 0.0000 0.0149
42.2919 0.0237 0.0000
42.2922 0.0114 0.0000
42.4139 0.0000 0.0059
42.4334 0.0065 0.0000
42.5104 0.0000 0.0182
42.6264 0.0000 0.0093
42.6994 0.0146 0.0000
42.7059 0.0207 0.0000
42.7268 0.0000 0.0245
42.7518 0.0000 0.0250
42.8107 0.0000 0.0340
42.8454 0.0000 0.0313
42.8791 0.0060 0.0000
42.9945 0.0149 0.0000
43.0435 0.0000 0.0034
43.0664 0.0000 0.0200
43.0999 0.0041 0.0000
43.1848 0.0000 0.0172
43.2355 0.0200 0.0000
43.2421 0.0000 0.0089
43.2727 0.0143 0.0000
43.3079 0.0000 0.0346
43.3188 0.0153 0.0000
43.3285 0.0000 0.0200
43.3673 0.0000 0.0195
43.3919 0.0000 0.0214
43.4204 0.0000 0.0387
43.4205 0.0000 0.0230
43.4297 0.0000 0.0349
43.4455 0.0244 0.0000
43.4828 0.0000 0.0261
43.4986 0.0277 0.0000
43.5526 0.0214 0.0000
43.6057 0.0151 0.0000
43.6589 0.0194 0.0000
43.6725 0.0000 0.0160
43.6748 0.0086 0.0000
43.7091 0.0044 0.0000
43.7108 0.0151 0.0000
43.7383 0.0071 0.0000
43.7714 0.0000 0.0071
43.7815 0.0162 0.0000
43.7992 0.0000 0.0219
43.8028 0.0062 0.0000
43.8153 0.0144 0.0000
43.8182 0.0000 0.0208
43.8233 0.0226 0.0000
43.8530 0.0183 0.0000
43.8758 0.0231 0.0000
43.9017 0.0000 0.0126
43.9340 0.0213 0.0000
43.9912 0.0237 0.0000
44.0049 0.0000 0.0208
44.0619 0.0000 0.0396
44.1007 0.0079 0.0000
44.1047 0.0233 0.0000
44.1187 0.0322 0.0000
44.1208 0.0190 0.0000
44.1688 0.0000 0.0246
44.2007 0.0253 0.0000
44.2227 0.0139 0.0000
44.3541 0.0000 0.0173
44.4798 0.0051 0.0000
44.5364 0.0192 0.0000
44.5480 0.0000 0.0212
44.5897 0.0000 0.0204
44.6071 0.0163 0.0000
44.6090 0.0184 0.0000
44.6263 0.0060 0.0000
44.6370 0.0248 0.0000
44.6566 0.0197 0.0000
44.6738 0.0231 0.0000
44.6748 0.0000 0.0088
44.6949 0.0103 0.0000
44.8635 0.0130 0.0000
44.9331 0.0000 0.0223
44.9528 0.0092 0.0000
45.0106 0.0000 0.0169
45.0525 0.0000 0.0255
45.0631 0.0000 0.0331
45.0914 0.0136 0.0000
45.0940 0.0287 0.0000
45.1252 0.0160 0.0000
45.1313 0.0000 0.0162
45.2991 0.0000 0.0049
45.3579 0.0000 0.0199
45.4375 0.0227 0.0000
45.4388 0.0000 0.0150
45.4534 0.0000 0.0190
45.5282 0.0079 0.0000
45.5295 0.0284 0.0000
45.6136 0.0000 0.0183
45.6417 0.0235 0.0000
45.6921 0.0324 0.0000
45.7955 0.0075 0.0000
45.8426 0.0000 0.0266
45.8721 0.0403 0.0000
45.8993 0.0355 0.0000
45.9117 0.0217 0.0000
45.9238 0.0000 0.0256
45.9394 0.0077 0.0000
45.9892 0.0000 0.0345
46.1069 0.0000 0.0181
46.1431 0.0000 0.0084
46.1855 0.0216 0.0000
46.2579 0.0173 0.0000
46.2924 0.0060 0.0000
46.2942 0.0000 0.0289
46.4488 0.0000 0.0020
46.4809 0.0000 0.0153
46.5233 0.0078 0.0000
46.5428 0.0000 0.0145
46.5859 0.0000 0.0307
46.6503 0.0000 0.0176
46.6520 0.0225 0.0000
46.6634 0.0150 0.0000
46.6675 0.0000 0.0138
46.6803 0.0086 0.0000
46.7895 0.0062 0.0000
46.7928 0.0044 0.0000
46.8304 0.0076 0.0000
46.8768 0.0000 0.0252
46.8809 0.0000 0.0332
46.9869 0.0000 0.0210
47.0272 0.0119 0.0000
47.0464 0.0216 0.0000
47.0681 0.0135 0.0000
47.1074 0.0277 0.0000
47.1637 0.0075 0.0000
47.1794 0.0000 0.0205
47.2476 0.0260 0.0000
47.2700 0.0165 0.0000
47.3021 0.0205 0.0000
47.3137 0.0000 0.0344
47.3222 0.0100 0.0000
47.3389 0.0092 0.0000
47.4178 0.0129 0.0000
47.4200 0.0019 0.0000
47.4704 0.0363 0.0000
47.6361 0.0082 0.0000
47.6764 0.0000 0.0166
47.6936 0.0000 0.0364
47.7524 0.0323 0.0000
47.8180 0.0000 0.0103
47.8555 0.0206 0.0000
47.8836 0.0000 0.0112
47.9006 0.0000 0.0275
47.9441 0.0252 0.0000
47.9573 0.0000 0.0336
47.9650 0.0123 0.0000
48.0337 0.0000 0.0146
48.0800 0.0258 0.0000
48.1001 0.0208 0.0000
48.1310 0.0000 0.0269
48.1563 0.0000 0.0189
48.2225 0.0000 0.0219
48.2565 0.0000 0.0270
48.2888 0.0037 0.0000
48.4153 0.0000 0.0267
48.4237 0.0000 0.0313
48.4371 0.0000 0.0075
48.4483 0.0000 0.0126
48.4596 0.0066 0.0000
48.4642 0.0204 0.0000
48.6337 0.0151 0.0000
48.6365 0.0000 0.0370
48.6448 0.0000 0.0160
48.6527 0.0339 0.0000
48.7090 0.0000 0.0200
48.9030 0.0083 0.0000
48.9113 0.0165 0.0000
48.9389 0.0232 0.0000
48.9654 0.0000 0.0309
49.0797 0.0000 0.0222
49.0868 0.0000 0.0051
49.1232 0.0000 0.0242
49.1759 0.0097 0.0000
49.2060 0.0108 0.0000
49.3398 0.0000 0.0419
49.4017 0.0000 0.0196
49.4052 0.0000 0.0031
49.4064 0.0000 0.0189
49.4705 0.0000 0.0053
49.4874 0.0000 0.0110
49.5035 0.0000 0.0180
49.5111 0.0117 0.0000
49.5215 0.0000 0.0090
